ADJ{affreux}, N{personnage.g=M num=SG}*	afʁøpɛʁsonaʒ	1	0
ADJ{grand}, N{émoi.g=M num=SG}*	gʁ&temwa	1	1
ADJ{grand}, N{émoi.g=M num=SG}*	gʁ&temwa	1	1
ADJ{grand}, N{émoi.g=M num=SG}*	gʁ&temwa	1	1
ADJ{grand}, N{émoi.g=M num=SG}*	gʁ&temwa	1	1
ADJ{grand}, N{émoi.g=M num=SG}*	gʁ&temwa	1	1
ADJ{grand}, N{émoi.g=M num=SG}*	gʁ&temwa	1	1
ADJ{grand}, N{émoi.g=M num=SG}*	gʁ&temwa	1	1
ADJ{grand}, N{émoi.g=M num=SG}*	gʁ&temwa	1	1
ADJ{grand}, N{émoi.g=M num=SG}*	gʁ&temwa	1	1
ADJ{grand}, N{émoi.g=M num=SG}*	gʁ&temwa	1	1
ADJ{grand}, N{émoi.g=M num=SG}*	gʁ&temwa	1	1
ADJ{grand}, N{émoi.g=M num=SG}*	gʁ&temwa	1	1
ADJ{grand}, N{émoi.g=M num=SG}*	gʁ&temwa	1	1
ADJ{grand}, N{émoi.g=M num=SG}*	gʁ&temwa	1	1
ADJ{grand}, N{émoi.g=M num=SG}*	gʁ&temwa	1	1
ADJ{grand}, N{émoi.g=M num=SG}*	gʁ&temwa	1	1
ADJ{grand}, N{émoi.g=M num=SG}*	gʁ&temwa	1	1
ADJ{grave}, N{problème.g=M num=PL}*	gʁavpʁoblɛm	1	0
ADJ{gros}, N{con.g=M num=SG}*	gʁokQ	1	0
ADJ{gros}, N{différence.g=F num=SG}*	gʁosdifeʁ&s	1	0
ADJ{gros}, N{discussion.g=F num=SG}*	gʁosdiskysjQ	1	0
ADJ{gros}, N{détachement.g=M num=SG}*	gʁodetaʃœm&	1	0
ADJ{gros}, N{détachement.g=M num=SG}*	gʁodetaʃœm&	1	0
ADJ{gros}, N{détachement.g=M num=SG}*	gʁodetaʃœm&	1	0
ADJ{gros}, N{détachement.g=M num=SG}*	gʁodetaʃœm&	1	0
ADJ{gros}, N{détachement.g=M num=SG}*	gʁodetaʃœm&	1	0
ADJ{gros}, N{détachement.g=M num=SG}*	gʁodetaʃœm&	1	0
ADJ{gros}, N{détachement.g=M num=SG}*	gʁodetaʃœm&	1	0
ADJ{gros}, N{détachement.g=M num=SG}*	gʁodetaʃœm&	1	0
ADJ{gros}, N{détachement.g=M num=SG}*	gʁodetaʃœm&	1	0
ADJ{gros}, N{détachement.g=M num=SG}*	gʁodetaʃœm&	1	0
ADJ{gros}, N{détachement.g=M num=SG}*	gʁodetaʃœm&	1	0
ADJ{gros}, N{détachement.g=M num=SG}*	gʁodetaʃœm&	1	0
ADJ{gros}, N{détachement.g=M num=SG}*	gʁodetaʃœm&	1	0
ADJ{gros}, N{détachement.g=M num=SG}*	gʁodetaʃœm&	1	0
ADJ{gros}, N{détachement.g=M num=SG}*	gʁodetaʃœm&	1	0
ADJ{gros}, N{détachement.g=M num=SG}*	gʁodetaʃœm&	1	0
ADJ{gros}, N{détachement.g=M num=SG}*	gʁodetaʃœm&	1	0
ADJ{gros}, N{détachement.g=M num=SG}*	gʁodetaʃœm&	1	0
ADJ{gros}, N{entreprise.g=F num=SG}*	gʁos&tʁœpʁiz	1	0
ADJ{gros}, N{informatique.g=F num=SG}*	gʁos3fɔʁmatik	1	0
ADJ{gros}, N{lampe.g=F num=SG}*	gʁosl&p	1	0
ADJ{gros}, N{larme.g=F num=PL}*	gʁoslaʁm	1	0
ADJ{gros}, N{machin.g=M num=SG}*	gʁomaʃ3	1	0
ADJ{gros}, N{masse.g=F num=SG}*	gʁosmas	1	0
ADJ{gros}, N{oeil.g=M num=PL}*	gʁozjø	1	1
ADJ{gros}, N{ordinateur.g=M num=PL}*	gʁozɔʁdinatœʁ	1	1
ADJ{gros}, N{problème.g=M num=PL}*	gʁopʁoblɛm	1	0
ADJ{gros}, N{problème.g=M num=SG}*	gʁopʁoblɛm	1	0
ADJ{gros}, N{problème.g=M num=SG}*	gʁopʁoblɛm	1	0
ADJ{gros}, N{problème.g=M num=SG}*	gʁopʁoblɛm	1	0
ADJ{gros}, N{produit.g=M num=SG}*	gʁopʁodɥi	1	0
ADJ{gros}, N{tâche.g=F num=PL}*	gʁostaʃ	1	0
ADJ{haut}, N{montagne.g=F num=SG}*	otmQtaɲ	1	0
ADJ{haut}, N{niveau.g=M num=SG}*	onivo	1	0
ADJ{jeune}, N{femme.g=F num=SG}*	ʒœnfam	1	0
ADJ{jeune}, N{fille.g=F num=SG}*	ʒœnfij	1	0
ADJ{jeune}, N{homme.g=M num=SG}*	ʒœnɔm	1	0
ADJ{jeune}, N{marié.g=M num=SG}*	ʒœnmaʁje	1	0
ADJ{jeune}, N{membre.g=M num=SG}*	ʒœnm&bʁ	1	0
ADJ{jeune}, N{membre.g=M num=SG}*	ʒœnm&bʁ	1	0
ADJ{jeune}, N{membre.g=M num=SG}*	ʒœnm&bʁ	1	0
ADJ{jeune}, N{membre.g=M num=SG}*	ʒœnm&bʁ	1	0
ADJ{jeune}, N{membre.g=M num=SG}*	ʒœnm&bʁ	1	0
ADJ{jeune}, N{membre.g=M num=SG}*	ʒœnm&bʁ	1	0
ADJ{jeune}, N{membre.g=M num=SG}*	ʒœnm&bʁ	1	0
ADJ{jeune}, N{membre.g=M num=SG}*	ʒœnm&bʁ	1	0
ADJ{jeune}, N{membre.g=M num=SG}*	ʒœnm&bʁ	1	0
ADJ{jeune}, N{membre.g=M num=SG}*	ʒœnm&bʁ	1	0
ADJ{jeune}, N{membre.g=M num=SG}*	ʒœnm&bʁ	1	0
ADJ{jeune}, N{membre.g=M num=SG}*	ʒœnm&bʁ	1	0
ADJ{jeune}, N{membre.g=M num=SG}*	ʒœnm&bʁ	1	0
ADJ{jeune}, N{membre.g=M num=SG}*	ʒœnm&bʁ	1	0
ADJ{jeune}, N{membre.g=M num=SG}*	ʒœnm&bʁ	1	0
ADJ{jeune}, N{membre.g=M num=SG}*	ʒœnm&bʁ	1	0
ADJ{jeune}, N{membre.g=M num=SG}*	ʒœnm&bʁ	1	0
ADJ{jeune}, N{membre.g=M num=SG}*	ʒœnm&bʁ	1	0
ADJ{jeune}, N{membre.g=M num=SG}*	ʒœnm&bʁ	1	0
ADJ{jeune}, N{membre.g=M num=SG}*	ʒœnm&bʁ	1	0
ADJ{jeune}, N{membre.g=M num=SG}*	ʒœnm&bʁ	1	0
ADJ{jeune}, N{membre.g=M num=SG}*	ʒœnm&bʁ	1	0
ADJ{jeune}, N{membre.g=M num=SG}*	ʒœnm&bʁ	1	0
ADJ{long}, N{histoire.g=F num=SG}*	lQgistwaʁ	1	0
ADJ{long}, N{terme.g=M num=SG}*	lQtɛʁm	1	0
ADJ{maintes}, N{fois.g=F num=PL}*	m3tfwa	1	0
ADJ{mal}, N{évolué.g=M num=SG}*	malevolɥe	1	0
ADJ{mauvais}, N{bicyclette.g=F num=PL}*	movɛzbisiklɛt	1	0
ADJ{mauvais}, N{passage.g=M num=SG}*	movɛpasaʒ	1	0
ADJ{mauvais}, N{passe.g=F num=SG}*	movɛzpas	1	0
ADJ{mauvais}, N{pensée.g=F num=PL}*	movɛp&se	1	0
ADJ{mauvais}, N{touche.g=F num=SG}*	movɛztuʃ	1	0
ADJ{mauvais}, N{état.g=M num=SG}*	movɛeta	1	0
ADJ{meilleur}, N{moyen.g=M num=SG}*	mɛjœʁmwaj3	1	0
ADJ{meilleur}, N{note.g=F num=PL}*	mɛjœʁnɔt	1	0
ADJ{meilleur}, N{rendement.g=M num=SG}*	mɛjœʁʁ&dœm&	1	0
ADJ{meilleur}, N{rendement.g=M num=SG}*	mɛjœʁʁ&dœm&	1	0
ADJ{même}, N{bouffe.g=F num=SG}*	mɛmbuf	1	0
ADJ{même}, N{chemin.g=M num=SG}*	mɛmʃœm3	1	0
ADJ{même}, N{chose.g=F num=PL}*	mɛmʃoz	1	0
ADJ{même}, N{chose.g=F num=SG}*	mɛmʃoz	1	0
ADJ{même}, N{chose.g=F num=SG}*	mɛmʃoz	1	0
ADJ{même}, N{chose.g=F num=SG}*	mɛmʃoz	1	0
ADJ{même}, N{chose.g=F num=SG}*	mɛmʃoz	1	0
ADJ{même}, N{chose.g=F num=SG}*	mɛmʃoz	1	0
ADJ{même}, N{chose.g=F num=SG}*	mɛmʃoz	1	0
ADJ{même}, N{chose.g=F num=SG}*	mɛmʃoz	1	0
ADJ{même}, N{chose.g=F num=SG}*	mɛmʃoz	1	0
ADJ{même}, N{chose.g=F num=SG}*	mɛmʃoz	1	0
ADJ{même}, N{culture.g=F num=SG}*	mɛmkyltyʁ	1	0
ADJ{même}, N{effet.g=M num=SG}*	mɛmefɛ	1	0
ADJ{même}, N{endroit.g=M num=SG}*	mɛm&dʁwa	1	0
ADJ{même}, N{esprit.g=M num=SG}*	mɛmɛspʁi	1	0
ADJ{même}, N{failli.g=M num=SG}*	mɛmfaji	1	0
ADJ{même}, N{façon.g=F num=SG}*	mɛmfasQ	1	0
ADJ{même}, N{façon.g=F num=SG}*	mɛmfasQ	1	0
ADJ{même}, N{façon.g=F num=SG}*	mɛmfasQ	1	0
ADJ{même}, N{fille.g=F num=SG}*	mɛmfij	1	0
ADJ{même}, N{genre.g=M num=SG}*	mɛmʒ&ʁ	1	0
ADJ{même}, N{grammaire.g=F num=SG}*	mɛmgʁamɛʁ	1	0
ADJ{même}, N{groupe.g=M num=SG}*	mɛmgʁup	1	0
ADJ{même}, N{histoire.g=F num=SG}*	mɛmistwaʁ	1	0
ADJ{même}, N{langage.g=M num=SG}*	mɛml&gaʒ	1	0
ADJ{même}, N{langue.g=F num=SG}*	mɛml&g	1	0
ADJ{même}, N{légende.g=F num=SG}*	mɛmleʒ&d	1	0
ADJ{même}, N{marié.g=M num=PL}*	mɛmmaʁje	1	0
ADJ{même}, N{modèle.g=M num=SG}*	mɛmmodɛl	1	0
ADJ{même}, N{modèle.g=M num=SG}*	mɛmmodɛl	1	0
ADJ{même}, N{modèle.g=M num=SG}*	mɛmmodɛl	1	0
ADJ{même}, N{moins.g=M num=PL}*	mɛmmw3	1	0
ADJ{même}, N{moment.g=M num=SG}*	mɛmmom&	1	0
ADJ{même}, N{moment.g=M num=SG}*	mɛmmom&	1	0
ADJ{même}, N{niveau.g=M num=SG}*	mɛmnivo	1	0
ADJ{même}, N{niveau.g=M num=SG}*	mɛmnivo	1	0
ADJ{même}, N{nourriture.g=F num=SG}*	mɛmnuʁityʁ	1	0
ADJ{même}, N{pays.g=M num=SG}*	mɛmpei	1	0
ADJ{même}, N{problème.g=M num=SG}*	mɛmpʁoblɛm	1	0
ADJ{même}, N{profession.g=F num=SG}*	mɛmpʁofɛsjQ	1	0
ADJ{même}, N{prononciation.g=F num=SG}*	mɛmpʁonQsjasjQ	1	0
ADJ{même}, N{prépa.g=F num=SG}*	mɛmpʁepa	1	0
ADJ{même}, N{question.g=F num=PL}*	mɛmkɛstjQ	1	0
ADJ{même}, N{raison.g=F num=PL}*	mɛmʁɛzQ	1	0
ADJ{même}, N{raison.g=F num=PL}*	mɛmʁɛzQ	1	0
ADJ{même}, N{raison.g=F num=PL}*	mɛmʁɛzQ	1	0
ADJ{même}, N{rue.g=F num=SG}*	mɛmʁy	1	0
ADJ{même}, N{système.g=M num=SG}*	mɛmsistɛm	1	0
ADJ{même}, N{tarif.g=M num=PL}*	mɛmtaʁif	1	0
ADJ{même}, N{temps.g=M num=SG}*	mɛmt&	1	0
ADJ{même}, N{temps.g=M num=SG}*	mɛmt&	1	0
ADJ{même}, N{temps.g=M num=SG}*	mɛmt&	1	0
ADJ{même}, N{temps.g=M num=SG}*	mɛmt&	1	0
ADJ{même}, N{temps.g=M num=SG}*	mɛmt&	1	0
ADJ{même}, N{temps.g=M num=SG}*	mɛmt&	1	0
ADJ{même}, N{temps.g=M num=SG}*	mɛmt&	1	0
ADJ{même}, N{temps.g=M num=SG}*	mɛmt&	1	0
ADJ{même}, N{temps.g=M num=SG}*	mɛmt&	1	0
ADJ{même}, N{temps.g=M num=SG}*	mɛmt&	1	0
ADJ{même}, N{temps.g=M num=SG}*	mɛmt&	1	0
ADJ{même}, N{temps.g=M num=SG}*	mɛmt&	1	0
ADJ{même}, N{temps.g=M num=SG}*	mɛmt&	1	0
ADJ{même}, N{temps.g=M num=SG}*	mɛmt&	1	0
ADJ{même}, N{temps.g=M num=SG}*	mɛmt&	1	0
ADJ{même}, N{temps.g=M num=SG}*	mɛmt&	1	0
ADJ{même}, N{temps.g=M num=SG}*	mɛmt&	1	0
ADJ{même}, N{temps.g=M num=SG}*	mɛmt&	1	0
ADJ{même}, N{titre.g=M num=SG}*	mɛmtitʁ	1	0
ADJ{même}, N{village.g=M num=SG}*	mɛmvilaʒ	1	0
ADJ{même}, N{ville.g=F num=PL}*	mɛmvil	1	0
ADJ{même}, N{ville.g=F num=PL}*	mɛmvil	1	0
ADJ{même}, N{ville.g=F num=PL}*	mɛmvil	1	0
ADJ{même}, N{ville.g=F num=PL}*	mɛmvil	1	0
ADJ{même}, N{ville.g=F num=PL}*	mɛmvil	1	0
ADJ{même}, N{ville.g=F num=PL}*	mɛmvil	1	0
ADJ{même}, N{ville.g=F num=PL}*	mɛmvil	1	0
ADJ{même}, N{ville.g=F num=PL}*	mɛmvil	1	0
ADJ{même}, N{ville.g=F num=PL}*	mɛmvil	1	0
ADJ{même}, N{ville.g=F num=PL}*	mɛmvil	1	0
ADJ{même}, N{ville.g=F num=PL}*	mɛmvil	1	0
ADJ{même}, N{ville.g=F num=PL}*	mɛmvil	1	0
ADJ{même}, N{ville.g=F num=PL}*	mɛmvil	1	0
ADJ{même}, N{ville.g=F num=PL}*	mɛmvil	1	0
ADJ{même}, N{ville.g=F num=PL}*	mɛmvil	1	0
ADJ{même}, N{ville.g=F num=PL}*	mɛmvil	1	0
ADJ{même}, N{ville.g=F num=PL}*	mɛmvil	1	0
ADJ{même}, N{ville.g=F num=PL}*	mɛmvil	1	0
ADJ{même}, N{ville.g=F num=PL}*	mɛmvil	1	0
ADJ{même}, N{ville.g=F num=PL}*	mɛmvil	1	0
ADJ{même}, N{ville.g=F num=PL}*	mɛmvil	1	0
ADJ{même}, N{ville.g=F num=PL}*	mɛmvil	1	0
ADJ{même}, N{voix.g=F num=SG}*	mɛmvwa	1	0
ADJ{même}, N{éducation.g=F num=SG}*	mɛmedykasjQ	1	0
ADJ{même}, N{état.g=M num=SG}*	mɛmeta	1	0
ADJ{même}, N{état.g=M num=SG}*	mɛmeta	1	0
ADJ{même}, N{été.g=M num=SG}*	mɛmete	1	0
ADJ{même}, N{été.g=M num=SG}*	mɛmete	1	0
ADJ{même}, N{été.g=M num=SG}*	mɛmete	1	0
ADJ{neuf}, N{an.g=M num=PL}*	nœf&	1	0
ADJ{neuf}, N{an.g=M num=PL}*	nœf&	1	0
ADJ{neuf}, N{an.g=M num=PL}*	nœf&	1	0
ADJ{neuf}, N{an.g=M num=PL}*	nœf&	1	0
ADJ{neuf}, N{an.g=M num=PL}*	nœf&	1	0
ADJ{neuf}, N{an.g=M num=PL}*	nœf&	1	0
ADJ{neuf}, N{an.g=M num=PL}*	nœf&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{cent.g=M num=PL}*	nœfs&	1	0
ADJ{neuf}, N{fois.g=F num=PL}*	nœffwa	1	0
ADJ{neuf}, N{grossesse.g=F num=PL}*	nœfgʁosɛs	1	0
ADJ{neuf}, N{heure.g=F num=PL}*	nœfœʁ	1	0
ADJ{neuf}, N{heure.g=F num=PL}*	nœvœʁ	1	1
ADJ{neuf}, N{jour.g=M num=PL}*	nœfʒuʁ	1	0
ADJ{neuf}, N{mille.g=M num=PL}*	nœfmil	1	0
ADJ{neuf}, N{mille.g=M num=PL}*	nœfmil	1	0
ADJ{neuf}, N{mille.g=M num=PL}*	nœfmil	1	0
ADJ{neuf}, N{mois.g=M num=PL}*	nœfmwa	1	0
ADJ{nouveau}, N{ami.g=M num=PL}*	nuvozami	1	1
ADJ{nouveau}, N{boulot.g=M num=SG}*	nuvobulo	1	0
ADJ{nouveau}, N{enceinte.g=F num=SG}*	nuvo&s3t	1	0
ADJ{nouveau}, N{prix.g=M num=PL}*	nuvopʁi	1	0
ADJ{nouveau}, N{système.g=M num=SG}*	nuvosistɛm	1	0
ADJ{nouveau}, N{système.g=M num=SG}*	nuvosistɛm	1	0
ADJ{nouvelle}, N{façon.g=F num=SG}*	nuvɛlfasQ	1	0
ADJ{nouvelle}, N{génération.g=F num=SG}*	nuvɛlʒeneʁasjQ	1	0
ADJ{nouvelle}, N{relation.g=F num=PL}*	nuvɛlʁølasjQ	1	0
ADJ{nouvel}, N{appart.g=M num=SG}*	nuvɛlapaʁt	1	0
ADJ{orienté}, N{science.g=F num=SG}*	oʁj&tesj&s	1	0
ADJ{pauvre}, N{bête.g=F num=SG}*	povʁbɛt	1	0
ADJ{pauvre}, N{bête.g=F num=SG}*	povʁbɛt	1	0
ADJ{pauvre}, N{bête.g=F num=SG}*	povʁbɛt	1	0
ADJ{pauvre}, N{bête.g=F num=SG}*	povʁbɛt	1	0
ADJ{pauvre}, N{bête.g=F num=SG}*	povʁbɛt	1	0
ADJ{pauvre}, N{femme.g=F num=SG}*	povʁfam	1	0
ADJ{pauvre}, N{garçon.g=M num=SG}*	povʁgaʁsQ	1	0
ADJ{pauvre}, N{garçon.g=M num=SG}*	povʁgaʁsQ	1	0
ADJ{pauvre}, N{garçon.g=M num=SG}*	povʁgaʁsQ	1	0
ADJ{pauvre}, N{malheureux.g=M num=PL}*	povʁmaløʁø	1	0
ADJ{pendant}, N{cinquante.g=M num=PL}*	p&d&s3k&t	1	0
ADJ{personnes}, N{handicapé.g=M num=PL}*	pɛʁsɔn&dikape	1	0
ADJ{personne}, N{derrière.g=M num=SG}*	pɛʁsɔndɛʁjɛʁ	1	0
ADJ{personne}, N{rien.g=M num=SG}*	pɛʁsɔnʁj3	1	0
ADJ{petit}, N{agneau.g=M num=SG}*	pœtiaɲo	1	0
ADJ{petit}, N{ami.g=F num=PL}*	pœtitzami	1	1
ADJ{petit}, N{ami.g=F num=SG}*	pœtitami	1	0
ADJ{petit}, N{anecdote.g=F num=PL}*	pœtitanɛkdɔt	1	0
ADJ{petit}, N{anecdote.g=F num=SG}*	pœtitanɛkdɔt	1	0
ADJ{petit}, N{antenne.g=F num=SG}*	pœtit&tɛn	1	0
ADJ{petit}, N{banc.g=M num=SG}*	pœtib&	1	0
ADJ{petit}, N{bestiole.g=F num=PL}*	pœtitbɛstjɔl	1	0
ADJ{petit}, N{boule.g=F num=SG}*	pœtitbul	1	0
ADJ{petit}, N{boule.g=F num=SG}*	pœtitbul	1	0
ADJ{petit}, N{boule.g=F num=SG}*	pœtitbul	1	0
ADJ{petit}, N{bout.g=M num=SG}*	pœtibu	1	0
ADJ{petit}, N{bout.g=M num=SG}*	pœtibu	1	0
ADJ{petit}, N{bout.g=M num=SG}*	pœtibu	1	0
ADJ{petit}, N{bruit.g=M num=SG}*	pœtibʁɥi	1	0
ADJ{petit}, N{bébé.g=M num=PL}*	pœtibebe	1	0
ADJ{petit}, N{cadeau.g=M num=SG}*	pœtikado	1	0
ADJ{petit}, N{chambre.g=F num=SG}*	pœtitʃ&bʁ	1	0
ADJ{petit}, N{chorégraphie.g=F num=SG}*	pœtitkoʁegʁafi	1	0
ADJ{petit}, N{chose.g=F num=PL}*	pœtitʃoz	1	0
ADJ{petit}, N{chose.g=F num=PL}*	pœtitʃoz	1	0
ADJ{petit}, N{chose.g=F num=PL}*	pœtitʃoz	1	0
ADJ{petit}, N{commerce.g=M num=SG}*	pœtikomɛʁs	1	0
ADJ{petit}, N{commerce.g=M num=SG}*	pœtikomɛʁs	1	0
ADJ{petit}, N{con.g=M num=SG}*	pœtikQ	1	0
ADJ{petit}, N{conseil.g=M num=PL}*	pœtikQsɛj	1	0
ADJ{petit}, N{copain.g=F num=PL}*	pœtitkopin	1	0
ADJ{petit}, N{cousin.g=F num=PL}*	pœtitkuzin	1	0
ADJ{petit}, N{cousin.g=F num=SG}*	pœtitkuzin	1	0
ADJ{petit}, N{cuillère.g=F num=PL}*	pœtitkɥijɛʁ	1	0
ADJ{petit}, N{débordement.g=M num=PL}*	pœtidebɔʁdœm&	1	0
ADJ{petit}, N{défaillance.g=F num=SG}*	pœtitdefaj&s	1	0
ADJ{petit}, N{déjeuner.g=M num=SG}*	pœtideʒœne	1	0
ADJ{petit}, N{déjeuner.g=M num=SG}*	pœtideʒœne	1	0
ADJ{petit}, N{déjeuner.g=M num=SG}*	pœtideʒœne	1	0
ADJ{petit}, N{détail.g=M num=SG}*	pœtidetaj	1	0
ADJ{petit}, N{enfant.g=M num=PL}*	pœti&f&	1	0
ADJ{petit}, N{enfant.g=M num=PL}*	pœti&f&	1	0
ADJ{petit}, N{enfant.g=M num=PL}*	pœti&f&	1	0
ADJ{petit}, N{femme.g=F num=SG}*	pœtitfam	1	0
ADJ{petit}, N{fille.g=F num=PL}*	pœtitfij	1	0
ADJ{petit}, N{fille.g=F num=SG}*	pœtitfij	1	0
ADJ{petit}, N{fille.g=F num=SG}*	pœtitfij	1	0
ADJ{petit}, N{fille.g=F num=SG}*	pœtitfij	1	0
ADJ{petit}, N{fille.g=F num=SG}*	pœtitfij	1	0
ADJ{petit}, N{fille.g=F num=SG}*	pœtitfij	1	0
ADJ{petit}, N{frère.g=M num=SG}*	pœtifʁɛʁ	1	0
ADJ{petit}, N{frère.g=M num=SG}*	pœtifʁɛʁ	1	0
ADJ{petit}, N{frère.g=M num=SG}*	pœtifʁɛʁ	1	0
ADJ{petit}, N{frère.g=M num=SG}*	pœtifʁɛʁ	1	0
ADJ{petit}, N{frère.g=M num=SG}*	pœtifʁɛʁ	1	0
ADJ{petit}, N{frère.g=M num=SG}*	pœtifʁɛʁ	1	0
ADJ{petit}, N{fête.g=F num=PL}*	pœtitfɛt	1	0
ADJ{petit}, N{garçon.g=M num=PL}*	pœtigaʁsQ	1	0
ADJ{petit}, N{hameau.g=M num=PL}*	pœtiamo	1	0
ADJ{petit}, N{histoire.g=F num=SG}*	pœtitistwaʁ	1	0
ADJ{petit}, N{lampe.g=F num=SG}*	pœtitl&p	1	0
ADJ{petit}, N{lampe.g=F num=SG}*	pœtitl&p	1	0
ADJ{petit}, N{lapin.g=M num=PL}*	pœtilap3	1	0
ADJ{petit}, N{maître.g=M num=PL}*	pœtimɛtʁ	1	0
ADJ{petit}, N{merde.g=F num=PL}*	pœtitmɛʁd	1	0
ADJ{petit}, N{milieu.g=M num=SG}*	pœtimiljø	1	0
ADJ{petit}, N{minorité.g=F num=SG}*	pœtitminoʁite	1	0
ADJ{petit}, N{moment.g=M num=SG}*	pœtimom&	1	0
ADJ{petit}, N{moment.g=M num=SG}*	pœtimom&	1	0
ADJ{petit}, N{monde.g=M num=SG}*	pœtimQd	1	0
ADJ{petit}, N{mot.g=M num=PL}*	pœtimo	1	0
ADJ{petit}, N{mot.g=M num=SG}*	pœtimo	1	0
ADJ{petit}, N{myopie.g=F num=SG}*	pœtitmjopi	1	0
ADJ{petit}, N{nièce.g=F num=SG}*	pœtitnjɛs	1	0
ADJ{petit}, N{occupation.g=F num=PL}*	pœtitzokypasjQ	1	1
ADJ{petit}, N{partie.g=F num=SG}*	pœtitpaʁti	1	0
ADJ{petit}, N{patron.g=M num=SG}*	pœtipatʁQ	1	0
ADJ{petit}, N{pause.g=F num=SG}*	pœtitpoz	1	0
ADJ{petit}, N{peu.g=M num=PL}*	pœtipø	1	0
ADJ{petit}, N{peu.g=M num=PL}*	pœtipø	1	0
ADJ{petit}, N{peu.g=M num=PL}*	pœtipø	1	0
ADJ{petit}, N{peu.g=M num=PL}*	pœtipø	1	0
ADJ{petit}, N{peu.g=M num=PL}*	pœtipø	1	0
ADJ{petit}, N{peu.g=M num=PL}*	pœtipø	1	0
ADJ{petit}, N{peu.g=M num=PL}*	pœtipø	1	0
ADJ{petit}, N{peu.g=M num=PL}*	pœtipø	1	0
ADJ{petit}, N{peu.g=M num=PL}*	pœtipø	1	0
ADJ{petit}, N{peu.g=M num=PL}*	pœtipø	1	0
ADJ{petit}, N{peu.g=M num=PL}*	pœtipø	1	0
ADJ{petit}, N{peu.g=M num=PL}*	pœtipø	1	0
ADJ{petit}, N{peu.g=M num=PL}*	pœtipø	1	0
ADJ{petit}, N{peu.g=M num=PL}*	pœtipø	1	0
ADJ{petit}, N{peu.g=M num=PL}*	pœtipø	1	0
ADJ{petit}, N{peu.g=M num=PL}*	pœtipø	1	0
